id,timestamp,x_coord,y_coord,target_class
ID_4EVSEL5M,2025-05-08 18:00:41.748834,-62.78369730740573,44.778109255690445,heavy_vehicle
ID_KFO39X28,2025-05-08 18:00:41.748834,-62.68031329601745,44.80873241372664,light_vehicle
ID_4EVSEL5M,2025-05-08 18:00:42.750913,-62.783651504964936,44.77812350837036,heavy_vehicle
ID_KFO39X28,2025-05-08 18:00:44.741417,-62.68016586311543,44.808715495183066,light_vehicle
ID_4EVSEL5M,2025-05-08 18:00:45.742355,-62.78351464149659,44.778165840419724,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:00:47.748797,-62.78342280119162,44.77819416504053,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:00:48.747670,-62.78337708006653,44.77820826596337,heavy_vehicle
ID_KFO39X28,2025-05-08 18:00:49.756035,-62.67991881237333,44.80868714506359,light_vehicle
ID_4EVSEL5M,2025-05-08 18:00:49.756035,-62.78333092443536,44.77822250088942,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:00:50.759742,-62.78328498206979,44.77823667003842,heavy_vehicle
ID_KFO39X28,2025-05-08 18:00:50.759742,-62.67986936366732,44.80868147061337,light_vehicle
ID_KFO39X28,2025-05-08 18:00:51.749913,-62.679820587108544,44.80867584937677,light_vehicle
ID_4EVSEL5M,2025-05-08 18:00:52.744349,-62.78319414121768,44.77826468638202,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:00:53.747984,-62.78314820210048,44.778278854518845,heavy_vehicle
ID_KFO39X28,2025-05-08 18:00:53.747984,-62.67972218349324,44.80866440709631,light_vehicle
ID_KFO39X28,2025-05-08 18:00:54.743200,-62.679673169806826,44.80865870782979,light_vehicle
ID_4EVSEL5M,2025-05-08 18:00:54.743200,-62.783102648381416,44.77829290379113,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:00:56.738066,-62.78301133794197,44.778321064933294,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:00:57.731074,-62.78296588527272,44.77833508303048,heavy_vehicle
ID_KFO39X28,2025-05-08 18:00:58.730201,-62.67947756391128,44.80863283374991,light_vehicle
ID_KFO39X28,2025-05-08 18:01:00.737432,-62.6793790891709,44.808619800328856,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:00.737432,-62.78282827612745,44.778377523165645,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:01.728397,-62.78278291180133,44.778391503963256,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:01.728397,-62.67933047240998,44.8086133657567,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:02.733970,-62.782736855077474,44.77840565212681,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:03.738757,-62.67923184411478,44.8086003120078,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:04.745726,-62.78264471372794,44.77843395701464,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:05.743894,-62.7825989961907,44.77844800097315,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:05.743894,-62.67913347220736,44.80858729159878,light_vehicle
ID_KFO39X28,2025-05-08 18:01:06.740998,-62.679084554660825,44.80858081576576,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:06.740998,-62.78255332739893,44.77846202995413,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:07.739657,-62.78250758736059,44.77847608081791,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:07.739657,-62.67903556079942,44.80857432982924,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:08.749418,-62.78246133886444,44.778490287871165,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:08.749418,-62.67898602230991,44.80856777179268,light_vehicle
ID_KFO39X28,2025-05-08 18:01:10.760153,-62.67888737633423,44.80855471277471,light_vehicle
ID_KFO39X28,2025-05-08 18:01:11.756357,-62.67883850292979,44.80854824278167,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:11.756357,-62.78232361667005,44.778532594665,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:12.765470,-62.78227739783353,44.77854679259322,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:14.758349,-62.78218552820453,44.77857375802628,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:15.761686,-62.67864200292918,44.80852222957454,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:15.761686,-62.78213829885617,44.77858556536533,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:16.753648,-62.78209160496482,44.77859723883773,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:17.752883,-62.67854431553241,44.80850929744562,light_vehicle
ID_KFO39X28,2025-05-08 18:01:18.744874,-62.67849564881486,44.80850285480928,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:18.744874,-62.7819972714428,44.778619368321095,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:19.742577,-62.78194963042414,44.77862964384358,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:20.750607,-62.78190149625855,44.77864002572933,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:21.748192,-62.78185386089769,44.77865030002783,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:22.742178,-62.781806397383264,44.77866053725958,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:23.742101,-62.78175865032637,44.77867083564573,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:24.741611,-62.78171092300549,44.77868112977327,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:27.741927,-62.67805425662969,44.80844442204305,light_vehicle
ID_KFO39X28,2025-05-08 18:01:28.737423,-62.67800541796619,44.80843795663675,light_vehicle
ID_KFO39X28,2025-05-08 18:01:29.740290,-62.67795621764751,44.80843144335275,light_vehicle
ID_KFO39X28,2025-05-08 18:01:31.730160,-62.67785859533859,44.80841851981998,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:32.724454,-62.78132865878543,44.77876068790103,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:33.723893,-62.78128052746796,44.778769976399566,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:33.723893,-62.67776078352582,44.80840557119723,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:34.714271,-62.78123283887308,44.77877919715952,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:35.719482,-62.67766288066147,44.80839261051788,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:36.709958,-62.78113683666221,44.778798021125205,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:37.712859,-62.78108859225842,44.77880748081131,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:38.703073,-62.78104087057292,44.77881651349409,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:39.702523,-62.67746747409013,44.80836674199214,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:40.706084,-62.7809417472497,44.77882569158031,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:41.712151,-62.67736888245332,44.8083536901222,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:41.712151,-62.78089195987543,44.77883030152219,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:42.713846,-62.78084238885354,44.77883489143108,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:43.707228,-62.677270978971904,44.80834083488321,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:44.714279,-62.7807434660949,44.778844446302045,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:44.714279,-62.67722143848179,44.808334829975685,light_vehicle
ID_KFO39X28,2025-05-08 18:01:45.709443,-62.677172482776456,44.80832889595054,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:45.709443,-62.7806942059688,44.77884893081808,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:46.701180,-62.78064506893331,44.77885314256408,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:46.701180,-62.67712423467917,44.808321903324334,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:47.701814,-62.7805954910365,44.77885739209789,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:48.710767,-62.780545218535615,44.77885893343026,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:48.710767,-62.67702567102813,44.80830967243092,light_vehicle
ID_KFO39X28,2025-05-08 18:01:49.702155,-62.67697751122209,44.80830162793796,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:49.702155,-62.78049575827263,44.77885983598994,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:01:50.694481,-62.78044625120111,44.77886073940377,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:50.694481,-62.67692930583824,44.80829357583068,light_vehicle
ID_KFO39X28,2025-05-08 18:01:51.701791,-62.676880372542136,44.80828540213359,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:52.705768,-62.78034590823719,44.77886257047994,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:52.705768,-62.67683160118834,44.808277255485805,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:54.701306,-62.78024635099097,44.77886438721815,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:54.701306,-62.67673466159726,44.80826106292992,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:55.703660,-62.780196343658375,44.77886529976076,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:57.705818,-62.676588707925546,44.80823668317145,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:57.705818,-62.780096456139226,44.77886712252576,heavy_vehicle
ID_KFO39X28,2025-05-08 18:01:58.697700,-62.67654052410325,44.80822863465669,light_vehicle
ID_4EVSEL5M,2025-05-08 18:01:59.705589,-62.77999668773639,44.77886894311704,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:02:00.695925,-62.779947279916655,44.778869844719566,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:01.701375,-62.67639461107582,44.80820426167364,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:01.701375,-62.77989711810153,44.77887076008112,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:02.709674,-62.676345629750905,44.80819607994128,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:02.709674,-62.77984681413623,44.77887167803663,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:03.719618,-62.67629656856813,44.80818788486847,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:03.719618,-62.779796428156686,44.77887259748874,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:02:04.728500,-62.77974609506917,44.77887351597566,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:05.728811,-62.67619896563135,44.80817158148363,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:05.728811,-62.77969618965245,44.77887442665836,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:02:06.731215,-62.77964617978925,44.77887533924698,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:06.731215,-62.67615027067571,44.80816344758115,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:09.718384,-62.77949714523363,44.77887790823255,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:10.726757,-62.67595617458115,44.808131026168326,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:11.718659,-62.779397340427,44.77887938682233,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:12.708707,-62.67585989508561,44.80811494383246,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:14.706404,-62.77924826530042,44.778881595342746,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:14.706404,-62.6757628506296,44.80809873371456,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:15.711870,-62.77919809703021,44.77888233857637,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:02:16.704085,-62.77914858991304,44.77888307201512,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:02:17.700379,-62.77909887929144,44.77888380846874,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:19.704703,-62.67552004238917,44.80805817547661,light_vehicle
ID_KFO39X28,2025-05-08 18:02:20.701402,-62.675471624586,44.8080500878532,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:21.707493,-62.77889918030233,44.77889071993449,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:02:22.702817,-62.77884961116425,44.778892998975344,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:02:23.703606,-62.77879976982812,44.77889529053097,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:23.703606,-62.67532582121929,44.80802561265367,light_vehicle
ID_KFO39X28,2025-05-08 18:02:24.694241,-62.67527774022568,44.80801744796229,light_vehicle
ID_KFO39X28,2025-05-08 18:02:26.698086,-62.67518048257899,44.808000932520784,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:26.698086,-62.77865062031447,44.778901935492094,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:27.700664,-62.67513182189584,44.80799266938811,light_vehicle
ID_KFO39X28,2025-05-08 18:02:28.698743,-62.6750833796112,44.80798444334078,light_vehicle
ID_KFO39X28,2025-05-08 18:02:29.689493,-62.67503529306867,44.80797627770132,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:29.689493,-62.77850157950003,44.77890806045716,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:02:30.698876,-62.77845128905547,44.77891012718764,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:30.698876,-63.611952986325306,44.82162757976145,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:31.702414,-62.77840129046744,44.778912190137234,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:31.702414,-63.61194265656382,44.82166234003484,light_vehicle
ID_KFO39X28,2025-05-08 18:02:32.702580,-62.67488905131356,44.80795144418814,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:33.699143,-62.77830181211081,44.77891633506898,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:33.699143,-63.61192209340157,44.821731500600336,light_vehicle
ID_IOREUJLH,2025-05-08 18:02:34.706302,-63.61191163199124,44.82176637203605,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:34.706302,-62.778251634814055,44.77891842578967,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:36.712541,-63.61189079308706,44.82183583512243,light_vehicle
ID_KFO39X28,2025-05-08 18:02:36.712541,-62.67469417383458,44.80791916867869,light_vehicle
ID_KFO39X28,2025-05-08 18:02:37.718466,-62.6746451705911,44.80791143132479,light_vehicle
ID_IOREUJLH,2025-05-08 18:02:37.718466,-63.61188034448514,44.82187066380036,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:38.722148,-62.77805176891009,44.778928731656656,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:38.722148,-63.61186991918767,44.82190541477578,light_vehicle
ID_IOREUJLH,2025-05-08 18:02:39.725809,-63.61185949411292,44.82194016498789,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:39.725809,-62.778001881114406,44.77893191598396,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:02:40.722287,-62.7779523579865,44.77893513546494,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:41.731194,-63.61183859209337,44.82200958736624,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:41.731194,-62.77790225060004,44.77893864617467,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:42.731301,-63.6118280357142,44.822044188879566,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:42.731301,-62.77785258022572,44.77894212626551,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:43.722015,-62.67453521338107,44.808034848688735,light_vehicle
ID_IOREUJLH,2025-05-08 18:02:43.722015,-63.61181757847949,44.82207846539848,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:43.722015,-62.777803376350576,44.77894557367146,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:44.713395,-63.6118071142205,44.82211276492099,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:44.713395,-62.77775413942451,44.77894902339289,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:45.717170,-63.611796519123295,44.82214749328144,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:45.717170,-62.77770428687224,44.77895251624715,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:46.715134,-62.674536705952654,44.80814082124364,light_vehicle
ID_IOREUJLH,2025-05-08 18:02:46.715134,-63.611785985362886,44.82218202057281,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:47.714639,-62.77760508245102,44.77895946687532,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:47.714639,-63.61177543533843,44.82221660115332,light_vehicle
ID_KFO39X28,2025-05-08 18:02:48.715456,-62.67453797568382,44.808211635502445,light_vehicle
ID_IOREUJLH,2025-05-08 18:02:48.715456,-63.611763863198725,44.82225106376031,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:48.715456,-62.77755537683305,44.7789629494342,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:02:49.717890,-62.77750559089305,44.778966437620525,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:49.717890,-63.61175216784052,44.82228556510531,light_vehicle
ID_KFO39X28,2025-05-08 18:02:49.717890,-62.67454151610899,44.80824703976462,light_vehicle
ID_IOREUJLH,2025-05-08 18:02:50.712601,-63.61174056258333,44.82231980063168,light_vehicle
ID_KFO39X28,2025-05-08 18:02:50.712601,-62.67454502925872,44.808282171251015,light_vehicle
ID_IOREUJLH,2025-05-08 18:02:51.713845,-63.61172888111415,44.822354260962975,light_vehicle
ID_IOREUJLH,2025-05-08 18:02:52.714957,-63.61171720117467,44.82238871676107,light_vehicle
ID_KFO39X28,2025-05-08 18:02:52.714957,-62.67454819209073,44.80835295937051,light_vehicle
ID_IOREUJLH,2025-05-08 18:02:53.723854,-63.6117054304169,44.82242344045216,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:54.719320,-62.77725744677991,44.77898547271899,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:02:54.719320,-63.611691384493575,44.822457159279146,light_vehicle
ID_KFO39X28,2025-05-08 18:02:55.717810,-62.6745438003345,44.80845920577259,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:55.717810,-62.77720817169893,44.7789906323824,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:02:57.699002,-62.77711091510255,44.77900327574338,heavy_vehicle
ID_KFO39X28,2025-05-08 18:02:58.697458,-62.67452784394527,44.80856407127281,light_vehicle
ID_IOREUJLH,2025-05-08 18:02:58.697458,-63.61161893062966,44.8225882662589,light_vehicle
ID_4EVSEL5M,2025-05-08 18:02:59.696104,-62.777012877519546,44.77901602062983,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:03:01.689952,-62.77691499968907,44.77902874474566,heavy_vehicle
ID_KFO39X28,2025-05-08 18:03:01.689952,-62.674500947864175,44.8086682935845,light_vehicle
ID_KFO39X28,2025-05-08 18:03:02.689552,-62.67448986608878,44.80870279554533,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:03.694352,-63.61151718529098,44.82274972948746,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:03.694352,-62.77681727439328,44.779043588578446,heavy_vehicle
ID_KFO39X28,2025-05-08 18:03:03.694352,-62.67447832550005,44.80873741730784,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:04.695461,-63.61149615977179,44.822781871687646,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:04.695461,-62.77676847708344,44.77905114515673,heavy_vehicle
ID_KFO39X28,2025-05-08 18:03:04.695461,-62.67446748675631,44.808772016127286,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:05.687785,-63.61147377807468,44.82281320609586,light_vehicle
ID_KFO39X28,2025-05-08 18:03:05.687785,-62.67445734600033,44.80880640658483,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:06.679664,-63.61145140641751,44.822844526431126,light_vehicle
ID_KFO39X28,2025-05-08 18:03:07.682034,-62.674436966368965,44.8088755201913,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:07.682034,-63.611428798120805,44.82287617804463,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:08.674743,-63.611406407758686,44.82290752453259,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:08.674743,-62.776573987380736,44.779079647963975,heavy_vehicle
ID_KFO39X28,2025-05-08 18:03:09.668654,-62.67441666471027,44.8089443692861,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:09.668654,-63.611383610658415,44.822938746521984,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:10.665320,-62.77647669671788,44.77909390607608,heavy_vehicle
ID_KFO39X28,2025-05-08 18:03:10.665320,-62.67440647957383,44.80897891014831,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:11.659525,-63.61132612897144,44.822996228267954,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:11.659525,-62.77642810437545,44.77910102736518,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:03:12.669450,-63.61129696978544,44.82302538746197,light_vehicle
ID_KFO39X28,2025-05-08 18:03:13.675700,-62.67437355681616,44.80908287942752,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:13.675700,-62.776330576911086,44.77911822174247,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:03:14.667140,-63.61123929122563,44.82308306599421,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:15.674838,-63.611210196348615,44.82311216083541,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:16.675933,-63.61118059134972,44.823140704869004,light_vehicle
ID_KFO39X28,2025-05-08 18:03:17.672937,-62.6743232805204,44.809219839112565,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:17.672937,-63.6111509906024,44.82316907225445,light_vehicle
ID_KFO39X28,2025-05-08 18:03:18.663472,-62.67431082180629,44.80925377834789,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:18.663472,-63.6111215819174,44.82319725556633,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:18.663472,-62.77609270784278,44.77917027555575,heavy_vehicle
ID_KFO39X28,2025-05-08 18:03:19.658540,-62.67429830606958,44.809287872900384,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:19.658540,-63.61109443335423,44.82322672678461,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:19.658540,-62.77604518341725,44.77918050232975,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:03:20.656158,-63.61106797194384,44.82325663968952,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:21.650103,-62.77595006647741,44.77920097052432,heavy_vehicle
ID_KFO39X28,2025-05-08 18:03:22.645253,-62.67426615592913,44.80939100259562,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:22.645253,-62.77590287564935,44.779211955797045,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:03:22.645253,-63.61101418942034,44.823315797161776,light_vehicle
ID_KFO39X28,2025-05-08 18:03:23.647417,-62.67425853238671,44.80942607091025,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:23.647417,-62.77585537109917,44.77922306076697,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:03:23.647417,-63.61098525444547,44.82334473214892,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:24.649242,-63.61095632923403,44.82337365735813,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:25.644877,-63.61092758274896,44.82340240382657,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:26.651127,-63.61090392700123,44.82343377517724,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:26.651127,-62.77571298921976,44.77925634486024,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:03:27.659659,-62.77566518276313,44.77926752039716,heavy_vehicle
ID_KFO39X28,2025-05-08 18:03:27.659659,-62.67422954397312,44.80956662147631,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:28.658724,-63.61085835880654,44.82349706432392,light_vehicle
ID_KFO39X28,2025-05-08 18:03:29.657258,-62.67421715934715,44.80963680105256,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:29.657258,-62.77557049256354,44.77928965576526,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:03:30.653673,-62.77552326048994,44.77930069702444,heavy_vehicle
ID_4EVSEL5M,2025-05-08 18:03:31.652234,-62.775475926704345,44.77931176205831,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:03:32.646261,-63.610780403266745,44.82362679705732,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:33.655757,-63.61076621534153,44.82366108455724,light_vehicle
ID_KFO39X28,2025-05-08 18:03:34.653864,-62.67419797235069,44.8098129930139,light_vehicle
ID_4EVSEL5M,2025-05-08 18:03:34.653864,-62.77533328941058,44.77934420027228,heavy_vehicle
ID_IOREUJLH,2025-05-08 18:03:36.655771,-63.61072581647751,44.82376332613664,light_vehicle
ID_KFO39X28,2025-05-08 18:03:36.655771,-62.67419670675257,44.80988386697795,light_vehicle
ID_IOREUJLH,2025-05-08 18:03:37.649317,-63.6107133362911,44.82379736300851,light_vehicle
