id,timestamp,x_coord,y_coord,force_class,status,report_type
blue-2,2023-05-01 00:10:00,4100.275931812324,2786.678214326678,mechanized_patrol,resupply,regular
blue-3,2023-05-01 00:10:00,2233.4593797627986,941.3602416225287,mechanized_patrol,resupply,regular
blue-4,2023-05-01 00:10:00,10465.269711222081,5310.301623236706,infantry_squad,active,sitrep
blue-5,2023-05-01 00:10:00,8580.586158676393,2816.5144084312124,uav_surveillance,maintenance,regular
blue-6,2023-05-01 00:10:00,1570.257033116693,6706.698809451108,uav_surveillance,resupply,contact
blue-7,2023-05-01 00:10:00,6536.831795786536,4478.281832348269,infantry_squad,active,regular
blue-8,2023-05-01 00:10:00,4184.057791024774,9413.860685024321,recon_team,resupply,contact
blue-9,2023-05-01 00:10:00,5166.283806314152,6155.517000233766,command_post,active,regular
blue-0,2023-05-01 00:15:00,7418.43253775363,544.24679317416,mechanized_patrol,resupply,sitrep
blue-1,2023-05-01 00:15:00,6483.6391904019665,3288.87689936787,command_post,active,contact
blue-2,2023-05-01 00:15:00,4256.117522485665,3173.5963602621373,mechanized_patrol,active,regular
blue-3,2023-05-01 00:15:00,1712.6818744631641,2524.574872603327,mechanized_patrol,active,regular
blue-4,2023-05-01 00:15:00,10448.924388769974,5403.000553295133,infantry_squad,active,contact
blue-5,2023-05-01 00:15:00,9354.781653006998,2462.910405150299,uav_surveillance,active,regular
blue-6,2023-05-01 00:15:00,921.4352052083265,6880.55009427084,uav_surveillance,resupply,sitrep
blue-7,2023-05-01 00:15:00,6491.3459978534775,4148.066518806477,infantry_squad,active,regular
blue-8,2023-05-01 00:15:00,4161.943021390598,8879.35076818718,recon_team,resupply,regular
blue-9,2023-05-01 00:15:00,5166.283806314152,6155.517000233766,command_post,maintenance,regular
blue-0,2023-05-01 00:20:00,7277.342014891583,0.0,mechanized_patrol,resupply,contact
blue-1,2023-05-01 00:20:00,6495.630838929025,3283.2712385353393,command_post,active,sitrep
blue-2,2023-05-01 00:20:00,3466.1780102765324,3203.4411448610463,mechanized_patrol,resupply,regular
blue-3,2023-05-01 00:20:00,1712.6818744631641,2524.574872603327,mechanized_patrol,resupply,regular
blue-4,2023-05-01 00:20:00,10426.152532221118,5494.3334813625,infantry_squad,maintenance,regular
blue-5,2023-05-01 00:20:00,9440.081883050181,2982.38466048802,uav_surveillance,maintenance,contact
blue-6,2023-05-01 00:20:00,272.61337729996023,6706.698809451109,uav_surveillance,active,contact
blue-7,2023-05-01 00:20:00,6445.860199920419,3817.8512052646847,infantry_squad,active,regular
blue-8,2023-05-01 00:20:00,4807.313949402524,8712.195721235343,recon_team,resupply,regular
blue-9,2023-05-01 00:20:00,5149.661865179947,6161.2602784421915,command_post,active,regular
blue-0,2023-05-01 00:25:00,7621.4999480951155,1630.7461773037674,mechanized_patrol,maintenance,regular
blue-1,2023-05-01 00:25:00,6495.630838929025,3283.2712385353393,command_post,active,contact
blue-2,2023-05-01 00:25:00,4087.9449349483675,2272.8505652749454,mechanized_patrol,resupply,regular
blue-3,2023-05-01 00:25:00,2233.4593797627986,941.3602416225287,mechanized_patrol,active,contact
blue-4,2023-05-01 00:25:00,10397.0650837716,5583.855442594016,infantry_squad,resupply,sitrep
blue-5,2023-05-01 00:25:00,8047.826830425797,3657.7231039372523,uav_surveillance,resupply,regular
blue-6,2023-05-01 00:25:00,-202.35716578867505,6231.728266362474,uav_surveillance,resupply,regular
blue-7,2023-05-01 00:25:00,6445.860199920419,3817.8512052646847,infantry_squad,active,regular
blue-8,2023-05-01 00:25:00,5110.836316183301,8633.58155801844,recon_team,resupply,regular
blue-9,2023-05-01 00:25:00,5149.661865179947,6161.2602784421915,command_post,active,regular
blue-0,2023-05-01 00:30:00,7651.62153853588,1773.4732910110006,mechanized_patrol,active,regular
blue-1,2023-05-01 00:30:00,6495.630838929025,3283.2712385353393,command_post,maintenance,contact
blue-2,2023-05-01 00:30:00,3600.0504874335325,2366.0931913369923,mechanized_patrol,maintenance,contact
blue-3,2023-05-01 00:30:00,1712.6818744631641,2524.574872603327,mechanized_patrol,maintenance,contact
blue-4,2023-05-01 00:30:00,10361.803754546407,5671.130294993277,infantry_squad,maintenance,sitrep
blue-5,2023-05-01 00:30:00,9346.488965989805,2639.0176301472507,uav_surveillance,resupply,regular
blue-6,2023-05-01 00:30:00,-376.20845060840657,5582.906438454107,uav_surveillance,active,regular
blue-7,2023-05-01 00:30:00,6445.860199920419,3817.8512052646847,infantry_squad,maintenance,sitrep
blue-8,2023-05-01 00:30:00,5110.836316183301,8633.58155801844,recon_team,active,regular
blue-9,2023-05-01 00:30:00,5149.661865179947,6161.2602784421915,command_post,active,sitrep
blue-0,2023-05-01 00:35:00,8024.61492023181,1670.920078505842,mechanized_patrol,resupply,contact
blue-1,2023-05-01 00:35:00,6495.630838929025,3283.2712385353393,command_post,maintenance,regular
blue-2,2023-05-01 00:35:00,5215.291996469179,2776.9126714812824,mechanized_patrol,active,regular
blue-3,2023-05-01 00:35:00,2233.4593797627986,941.3602416225287,mechanized_patrol,maintenance,regular
blue-4,2023-05-01 00:35:00,10361.803754546407,5671.130294993277,infantry_squad,active,regular
blue-5,2023-05-01 00:35:00,9551.35332417747,2370.9464304191383,uav_surveillance,maintenance,regular
blue-6,2023-05-01 00:35:00,-202.35716578867482,4934.08461054574,uav_surveillance,active,contact
blue-7,2023-05-01 00:35:00,6409.641601313129,3554.9133996500173,infantry_squad,resupply,contact
blue-8,2023-05-01 00:35:00,4494.948070123376,8378.383374620375,recon_team,active,contact
blue-9,2023-05-01 00:35:00,5149.661865179947,6161.2602784421915,command_post,resupply,regular
blue-0,2023-05-01 00:40:00,8024.61492023181,1670.920078505842,mechanized_patrol,active,sitrep
blue-1,2023-05-01 00:40:00,6480.127262521811,3282.298813332145,command_post,active,regular
blue-2,2023-05-01 00:40:00,5441.662524459842,2834.487605080305,mechanized_patrol,resupply,contact
blue-3,2023-05-01 00:40:00,1712.6818744631641,2524.574872603327,mechanized_patrol,active,regular
blue-4,2023-05-01 00:40:00,10320.540334197065,5755.732844252232,infantry_squad,active,regular
blue-5,2023-05-01 00:40:00,8935.70066355045,3542.223494008257,uav_surveillance,active,sitrep
blue-6,2023-05-01 00:40:00,272.6133772999593,4459.114067457106,uav_surveillance,active,regular
blue-7,2023-05-01 00:40:00,6742.754165110351,3567.043154451855,infantry_squad,resupply,regular
blue-8,2023-05-01 00:40:00,4211.2683353626635,8260.838424800475,recon_team,active,regular
blue-9,2023-05-01 00:40:00,5149.661865179947,6161.2602784421915,command_post,maintenance,regular
blue-0,2023-05-01 00:45:00,8245.09700567348,626.2281859823383,mechanized_patrol,resupply,regular
blue-1,2023-05-01 00:45:00,6480.127262521811,3282.298813332145,command_post,active,regular
blue-2,2023-05-01 00:45:00,3804.67034928255,2521.383155756925,mechanized_patrol,active,regular
blue-3,2023-05-01 00:45:00,2233.4593797627986,941.3602416225287,mechanized_patrol,resupply,regular
blue-4,2023-05-01 00:45:00,10273.475853959733,5837.250915255111,infantry_squad,resupply,sitrep
blue-5,2023-05-01 00:45:00,7901.863885138512,2466.754189074987,uav_surveillance,maintenance,contact
blue-6,2023-05-01 00:45:00,921.4352052083261,4285.262782637374,uav_surveillance,maintenance,contact
blue-7,2023-05-01 00:45:00,6942.22039311247,3574.3063942688495,infantry_squad,active,sitrep
blue-8,2023-05-01 00:45:00,4211.2683353626635,8260.838424800475,recon_team,active,sitrep
blue-9,2023-05-01 00:45:00,5149.661865179947,6161.2602784421915,command_post,active,regular
blue-0,2023-05-01 00:50:00,8107.128091948966,264.832634844581,mechanized_patrol,resupply,contact
blue-1,2023-05-01 00:50:00,6486.861517058077,3283.095490360355,command_post,resupply,sitrep
blue-2,2023-05-01 00:50:00,5096.995686874728,3573.843606127884,mechanized_patrol,active,regular
blue-3,2023-05-01 00:50:00,1712.6818744631641,2524.574872603327,mechanized_patrol,resupply,regular
blue-4,2023-05-01 00:50:00,10220.839607251224,5915.287360154154,infantry_squad,maintenance,contact
blue-5,2023-05-01 00:50:00,8888.277579423991,4133.003173002694,uav_surveillance,active,regular
blue-6,2023-05-01 00:50:00,921.4352052083261,4285.262782637374,uav_surveillance,active,regular
blue-7,2023-05-01 00:50:00,6612.812116499471,3523.3034687648683,infantry_squad,active,contact
blue-8,2023-05-01 00:50:00,4211.2683353626635,8260.838424800475,recon_team,resupply,regular
blue-9,2023-05-01 00:50:00,5149.661865179947,6161.2602784421915,command_post,maintenance,contact
blue-0,2023-05-01 00:55:00,6770.933154710375,1261.0057460434996,mechanized_patrol,maintenance,regular
blue-1,2023-05-01 00:55:00,6486.861517058077,3283.095490360355,command_post,active,regular
blue-2,2023-05-01 00:55:00,5736.874147455088,4094.9560173879063,mechanized_patrol,active,regular
blue-3,2023-05-01 00:55:00,2233.4593797627986,941.3602416225287,mechanized_patrol,active,regular
blue-4,2023-05-01 00:55:00,10162.888032574523,5989.461993234009,infantry_squad,active,regular
blue-5,2023-05-01 00:55:00,8986.177727905075,3899.613260882302,uav_surveillance,active,contact
blue-6,2023-05-01 00:55:00,1570.257033116693,4459.114067457106,uav_surveillance,maintenance,sitrep
blue-7,2023-05-01 00:55:00,6283.403839886471,3472.300543260887,infantry_squad,active,regular
blue-8,2023-05-01 00:55:00,4649.502732575335,8763.227773358036,recon_team,active,regular
blue-9,2023-05-01 00:55:00,5149.661865179947,6161.2602784421915,command_post,active,sitrep
blue-0,2023-05-01 01:00:00,6592.256138916409,1394.214781463928,mechanized_patrol,active,sitrep
blue-1,2023-05-01 01:00:00,6486.861517058077,3283.095490360355,command_post,active,contact
blue-2,2023-05-01 01:00:00,4129.097128296624,4485.279332560258,mechanized_patrol,resupply,regular
blue-3,2023-05-01 01:00:00,1712.6818744631641,2524.574872603327,mechanized_patrol,active,sitrep
blue-4,2023-05-01 01:00:00,10099.903464176185,6059.41344313832,infantry_squad,active,regular
blue-5,2023-05-01 01:00:00,8827.828940543106,3594.587374808282,uav_surveillance,maintenance,sitrep
blue-6,2023-05-01 01:00:00,2045.2275762053273,4934.08461054574,uav_surveillance,maintenance,regular
blue-7,2023-05-01 01:00:00,5953.995563273472,3421.2976177569053,infantry_squad,active,contact
blue-8,2023-05-01 01:00:00,4815.393051942441,8953.403464743578,recon_team,maintenance,sitrep
blue-9,2023-05-01 01:00:00,5149.661865179947,6161.2602784421915,command_post,maintenance,regular
blue-0,2023-05-01 01:05:00,8065.754654354599,1806.0464693212316,mechanized_patrol,active,regular
blue-1,2023-05-01 01:05:00,6486.861517058077,3283.095490360355,command_post,maintenance,contact
blue-2,2023-05-01 01:05:00,4382.453729836606,2837.9820885165827,mechanized_patrol,active,regular
blue-3,2023-05-01 01:05:00,2233.4593797627986,941.3602416225287,mechanized_patrol,maintenance,regular
blue-4,2023-05-01 01:05:00,10032.192756542257,6124.8009134346485,infantry_squad,resupply,regular
blue-5,2023-05-01 01:05:00,8347.95352344813,3144.0484915574266,uav_surveillance,active,regular
blue-6,2023-05-01 01:05:00,2219.0788610250593,5582.906438454107,uav_surveillance,active,regular
blue-7,2023-05-01 01:05:00,5953.995563273472,3421.2976177569053,infantry_squad,resupply,regular
blue-8,2023-05-01 01:05:00,4663.313330874986,8759.931548036166,recon_team,active,contact
blue-9,2023-05-01 01:05:00,5169.603656926237,6149.055397770007,command_post,maintenance,regular
blue-0,2023-05-01 01:10:00,7246.98467425315,354.3600371112825,mechanized_patrol,resupply,regular
blue-1,2023-05-01 01:10:00,6486.861517058077,3283.095490360355,command_post,resupply,regular
blue-2,2023-05-01 01:10:00,4482.768733806213,2185.744773321592,mechanized_patrol,active,regular
blue-3,2023-05-01 01:10:00,1712.6818744631641,2524.574872603327,mechanized_patrol,active,sitrep
blue-4,2023-05-01 01:10:00,9960.085789434077,6185.305842940435,infantry_squad,active,regular
blue-5,2023-05-01 01:10:00,8780.499052541867,3866.4216166443553,uav_surveillance,active,regular
blue-6,2023-05-01 01:10:00,2045.2275762053278,6231.728266362474,uav_surveillance,resupply,sitrep
blue-7,2023-05-01 01:10:00,5624.587286660472,3370.294692252924,infantry_squad,resupply,sitrep
blue-8,2023-05-01 01:10:00,4697.418910616904,8729.817951487285,recon_team,active,regular
blue-9,2023-05-01 01:10:00,5169.603656926237,6149.055397770007,command_post,active,regular
blue-0,2023-05-01 01:15:00,7047.121016305569,0.0,mechanized_patrol,resupply,regular
blue-1,2023-05-01 01:15:00,6486.861517058077,3283.095490360355,command_post,active,contact
blue-2,2023-05-01 01:15:00,5343.252764070527,3613.100724525727,mechanized_patrol,active,regular
blue-3,2023-05-01 01:15:00,2233.4593797627986,941.3602416225287,mechanized_patrol,active,contact
blue-4,2023-05-01 01:15:00,9883.933860747227,6240.633457721062,infantry_squad,active,regular
blue-5,2023-05-01 01:15:00,9441.673309912909,2831.0839322380984,uav_surveillance,active,regular
blue-6,2023-05-01 01:15:00,1570.257033116693,6706.698809451108,uav_surveillance,resupply,sitrep
blue-7,2023-05-01 01:15:00,5395.963593086102,3334.8964401758585,infantry_squad,maintenance,sitrep
blue-8,2023-05-01 01:15:00,5048.447360456451,9296.583751309123,recon_team,maintenance,sitrep
blue-9,2023-05-01 01:15:00,5169.603656926237,6149.055397770007,command_post,active,regular
blue-0,2023-05-01 01:20:00,6849.730168482243,1654.936443182446,mechanized_patrol,resupply,regular
blue-1,2023-05-01 01:20:00,6486.861517058077,3283.095490360355,command_post,maintenance,sitrep
blue-2,2023-05-01 01:20:00,5618.146565813895,4069.089784249475,mechanized_patrol,resupply,contact
blue-3,2023-05-01 01:20:00,1712.6818744631641,2524.574872603327,mechanized_patrol,resupply,contact
blue-4,2023-05-01 01:20:00,9804.107975023508,6290.51420719883,infantry_squad,active,sitrep
blue-5,2023-05-01 01:20:00,8955.235654543852,4181.9119039390935,uav_surveillance,active,contact
blue-6,2023-05-01 01:20:00,921.4352052083265,6880.55009427084,uav_surveillance,resupply,contact
blue-7,2023-05-01 01:20:00,5296.82642361708,3653.146236312135,infantry_squad,active,regular
blue-8,2023-05-01 01:20:00,5180.163735567988,9509.25123374209,recon_team,active,contact
blue-9,2023-05-01 01:20:00,5169.603656926237,6149.055397770007,command_post,active,regular
blue-0,2023-05-01 01:25:00,7097.045273783447,1373.719380514718,mechanized_patrol,active,sitrep
blue-1,2023-05-01 01:25:00,6486.861517058077,3283.095490360355,command_post,active,regular
blue-2,2023-05-01 01:25:00,3964.981114999456,4280.801309706335,mechanized_patrol,active,contact
blue-3,2023-05-01 01:25:00,1712.6818744631641,2524.574872603327,mechanized_patrol,maintenance,regular
blue-4,2023-05-01 01:25:00,9720.997035954091,6334.705077376282,infantry_squad,active,regular
blue-5,2023-05-01 01:25:00,9509.811075017264,2523.660280568607,uav_surveillance,active,regular
blue-6,2023-05-01 01:25:00,272.61337729996023,6706.698809451109,uav_surveillance,resupply,sitrep
blue-7,2023-05-01 01:25:00,5197.689254148057,3971.3960324484115,infantry_squad,active,sitrep
blue-8,2023-05-01 01:25:00,5180.163735567988,9509.25123374209,recon_team,active,sitrep
blue-9,2023-05-01 01:25:00,5169.603656926237,6149.055397770007,command_post,resupply,regular
blue-0,2023-05-01 01:30:00,8221.336463453741,143.37507967550505,mechanized_patrol,maintenance,sitrep
blue-1,2023-05-01 01:30:00,6486.861517058077,3283.095490360355,command_post,active,regular
blue-2,2023-05-01 01:30:00,3705.666245325967,4314.01029469037,mechanized_patrol,active,regular
blue-3,2023-05-01 01:30:00,2233.4593797627986,941.3602416225287,mechanized_patrol,active,contact
blue-4,2023-05-01 01:30:00,9635.005951679845,6372.99077477596,infantry_squad,active,sitrep
blue-5,2023-05-01 01:30:00,9049.088018222279,2871.5595760335145,uav_surveillance,active,contact
blue-6,2023-05-01 01:30:00,-202.35716578867505,6231.728266362474,uav_surveillance,active,regular
blue-7,2023-05-01 01:30:00,5098.552084679035,4289.6458285846875,infantry_squad,active,contact
blue-8,2023-05-01 01:30:00,4513.520637856626,9514.85700917864,recon_team,active,sitrep
blue-9,2023-05-01 01:30:00,5163.258744538876,6139.939509278582,command_post,active,contact
blue-0,2023-05-01 01:35:00,8352.352910465765,0.0,mechanized_patrol,maintenance,contact
blue-1,2023-05-01 01:35:00,6486.861517058077,3283.095490360355,command_post,resupply,regular
blue-2,2023-05-01 01:35:00,3468.665370943587,3231.610176314761,mechanized_patrol,active,regular
blue-3,2023-05-01 01:35:00,1712.6818744631641,2524.574872603327,mechanized_patrol,active,sitrep
blue-4,2023-05-01 01:35:00,9546.553662119557,6405.1847753286,infantry_squad,maintenance,sitrep
blue-5,2023-05-01 01:35:00,9315.014369119477,3783.488720075722,uav_surveillance,active,regular
blue-6,2023-05-01 01:35:00,-376.20845060840657,5582.906438454107,uav_surveillance,active,regular
blue-7,2023-05-01 01:35:00,5098.552084679035,4289.6458285846875,infantry_squad,active,regular
blue-8,2023-05-01 01:35:00,4096.780416084134,9518.361361217469,recon_team,active,regular
blue-9,2023-05-01 01:35:00,5163.258744538876,6139.939509278582,command_post,active,contact
blue-0,2023-05-01 01:40:00,7482.018195176499,1421.37090906636,mechanized_patrol,maintenance,regular
blue-1,2023-05-01 01:40:00,6486.861517058077,3283.095490360355,command_post,resupply,regular
blue-2,2023-05-01 01:40:00,5133.018824710282,3143.83000365231,mechanized_patrol,active,sitrep
blue-3,2023-05-01 01:40:00,2233.4593797627986,941.3602416225287,mechanized_patrol,maintenance,regular
blue-4,2023-05-01 01:40:00,9456.071097936772,6431.130233099639,infantry_squad,maintenance,regular
blue-5,2023-05-01 01:40:00,9175.332995063483,2826.0132878646446,uav_surveillance,resupply,contact
blue-6,2023-05-01 01:40:00,-202.35716578867482,4934.08461054574,uav_surveillance,active,contact
blue-7,2023-05-01 01:40:00,4999.414915210013,4607.895624720964,infantry_squad,resupply,regular
blue-8,2023-05-01 01:40:00,4763.437560176064,9521.924600703751,recon_team,active,regular
blue-9,2023-05-01 01:40:00,5163.258744538876,6139.939509278582,command_post,active,regular
blue-0,2023-05-01 01:45:00,7387.991052607884,1574.9295834037907,mechanized_patrol,maintenance,sitrep
blue-1,2023-05-01 01:45:00,6486.861517058077,3283.095490360355,command_post,resupply,contact
blue-2,2023-05-01 01:45:00,5971.30840311414,3099.6175175563494,mechanized_patrol,active,regular
blue-3,2023-05-01 01:45:00,1712.6818744631641,2524.574872603327,mechanized_patrol,maintenance,regular
blue-4,2023-05-01 01:45:00,9363.999081088914,6450.700744426844,infantry_squad,resupply,sitrep
blue-5,2023-05-01 01:45:00,7945.068813004664,3828.054535926389,uav_surveillance,active,regular
blue-6,2023-05-01 01:45:00,272.6133772999593,4459.114067457106,uav_surveillance,active,regular
blue-7,2023-05-01 01:45:00,4900.277745740991,4926.145420857241,infantry_squad,active,regular
blue-8,2023-05-01 01:45:00,5095.820058436339,9523.701163743457,recon_team,active,sitrep
blue-9,2023-05-01 01:45:00,5163.258744538876,6139.939509278582,command_post,active,contact
blue-0,2023-05-01 01:50:00,8648.463283035797,484.52253367517665,mechanized_patrol,resupply,regular
blue-1,2023-05-01 01:50:00,6486.861517058077,3283.095490360355,command_post,maintenance,sitrep
blue-2,2023-05-01 01:50:00,5472.065593417106,4666.397640180712,mechanized_patrol,active,regular
blue-3,2023-05-01 01:50:00,2233.4593797627986,941.3602416225287,mechanized_patrol,active,regular
blue-4,2023-05-01 01:50:00,9363.999081088914,6450.700744426844,infantry_squad,active,contact
blue-5,2023-05-01 01:50:00,8454.43665764881,3613.1604185591104,uav_surveillance,active,sitrep
blue-6,2023-05-01 01:50:00,921.4352052083261,4285.262782637374,uav_surveillance,active,regular
blue-7,2023-05-01 01:50:00,4801.140576271969,5244.395216993517,infantry_squad,resupply,sitrep
blue-8,2023-05-01 01:50:00,5000.359109649833,8863.904489228327,recon_team,active,contact
blue-9,2023-05-01 01:50:00,5163.258744538876,6139.939509278582,command_post,active,regular
blue-0,2023-05-01 01:55:00,8751.288402427937,395.570764355901,mechanized_patrol,active,sitrep
blue-1,2023-05-01 01:55:00,6486.861517058077,3283.095490360355,command_post,active,contact
blue-2,2023-05-01 01:55:00,5903.4826801177405,4251.7144218928925,mechanized_patrol,resupply,regular
blue-3,2023-05-01 01:55:00,1712.6818744631641,2524.574872603327,mechanized_patrol,active,regular
blue-4,2023-05-01 01:55:00,9270.78617718702,6463.800963746249,infantry_squad,active,regular
blue-5,2023-05-01 01:55:00,7789.6707624834735,3403.4904937318533,uav_surveillance,active,regular
blue-6,2023-05-01 01:55:00,921.4352052083261,4285.262782637374,uav_surveillance,active,sitrep
blue-7,2023-05-01 01:55:00,4702.003406802947,5562.645013129793,infantry_squad,active,regular
blue-8,2023-05-01 01:55:00,5000.359109649833,8863.904489228327,recon_team,active,regular
blue-9,2023-05-01 01:55:00,5175.33455438372,6149.101803981297,command_post,resupply,sitrep
blue-0,2023-05-01 02:00:00,7353.081542043813,1302.6514406755691,mechanized_patrol,maintenance,regular
blue-1,2023-05-01 02:00:00,6486.861517058077,3283.095490360355,command_post,active,regular
blue-2,2023-05-01 02:00:00,4431.443679544387,3470.126961291854,mechanized_patrol,resupply,regular
blue-3,2023-05-01 02:00:00,1712.6818744631641,2524.574872603327,mechanized_patrol,resupply,sitrep
blue-4,2023-05-01 02:00:00,9176.88651012917,6470.367068106162,infantry_squad,resupply,sitrep
blue-5,2023-05-01 02:00:00,8260.940984403589,3853.2894657709126,uav_surveillance,maintenance,regular
blue-6,2023-05-01 02:00:00,1570.257033116693,4459.114067457106,uav_surveillance,maintenance,regular
blue-7,2023-05-01 02:00:00,4915.761665568463,5306.87457324151,infantry_squad,resupply,regular
blue-8,2023-05-01 02:00:00,4975.831927084474,8694.380158100616,recon_team,resupply,regular
blue-9,2023-05-01 02:00:00,5175.33455438372,6149.101803981297,command_post,maintenance,regular
blue-0,2023-05-01 02:05:00,7123.820090552195,1451.3838195282328,mechanized_patrol,active,regular
blue-1,2023-05-01 02:05:00,6486.861517058077,3283.095490360355,command_post,resupply,contact
blue-2,2023-05-01 02:05:00,3868.4950153204463,3171.2261735082693,mechanized_patrol,active,regular
blue-3,2023-05-01 02:05:00,2233.4593797627986,941.3602416225287,mechanized_patrol,maintenance,sitrep
blue-4,2023-05-01 02:05:00,9082.757549654509,6470.367068106162,infantry_squad,active,contact
blue-5,2023-05-01 02:05:00,9397.906751467834,2730.195663486117,uav_surveillance,active,contact
blue-6,2023-05-01 02:05:00,2045.2275762053273,4934.08461054574,uav_surveillance,resupply,regular
blue-7,2023-05-01 02:05:00,4915.761665568463,5306.87457324151,infantry_squad,active,contact
blue-8,2023-05-01 02:05:00,4839.053987442847,8649.534379323288,recon_team,resupply,regular
blue-9,2023-05-01 02:05:00,5175.33455438372,6149.101803981297,command_post,active,regular
blue-0,2023-05-01 02:10:00,7436.803319724381,109.90545602437828,mechanized_patrol,maintenance,regular
blue-1,2023-05-01 02:10:00,6486.861517058077,3283.095490360355,command_post,active,regular
blue-2,2023-05-01 02:10:00,5165.370794625389,4218.074295649192,mechanized_patrol,active,regular
blue-3,2023-05-01 02:10:00,1712.6818744631641,2524.574872603327,mechanized_patrol,maintenance,regular
blue-4,2023-05-01 02:10:00,8988.857882596658,6463.800963746249,infantry_squad,active,regular
blue-5,2023-05-01 02:10:00,7959.97901049367,3433.0857832251118,uav_surveillance,maintenance,sitrep
blue-6,2023-05-01 02:10:00,2219.0788610250593,5582.906438454107,uav_surveillance,resupply,sitrep
blue-7,2023-05-01 02:10:00,5129.519924333979,5051.104133353227,infantry_squad,maintenance,regular
blue-8,2023-05-01 02:10:00,4992.085929556121,8943.457245377644,recon_team,maintenance,regular
blue-9,2023-05-01 02:10:00,5175.33455438372,6149.101803981297,command_post,active,contact
blue-0,2023-05-01 02:15:00,6990.821126325394,0.0,mechanized_patrol,active,contact
blue-1,2023-05-01 02:15:00,6486.861517058077,3283.095490360355,command_post,active,regular
blue-2,2023-05-01 02:15:00,5508.25572137255,4494.853650621857,mechanized_patrol,maintenance,regular
blue-3,2023-05-01 02:15:00,2233.4593797627986,941.3602416225287,mechanized_patrol,maintenance,sitrep
blue-4,2023-05-01 02:15:00,8895.644978694763,6450.700744426844,infantry_squad,active,contact
blue-5,2023-05-01 02:15:00,8795.939736693126,3065.8635267236946,uav_surveillance,maintenance,regular
blue-6,2023-05-01 02:15:00,2045.2275762053278,6231.728266362474,uav_surveillance,active,sitrep
blue-7,2023-05-01 02:15:00,5129.519924333979,5051.104133353227,infantry_squad,active,contact
blue-8,2023-05-01 02:15:00,5067.484135697446,9398.953190791874,recon_team,active,regular
blue-9,2023-05-01 02:15:00,5175.33455438372,6149.101803981297,command_post,maintenance,regular
blue-0,2023-05-01 02:20:00,6744.84810047397,1648.4159209165848,mechanized_patrol,resupply,regular
blue-1,2023-05-01 02:20:00,6486.861517058077,3283.095490360355,command_post,active,regular
blue-2,2023-05-01 02:20:00,5508.25572137255,4494.853650621857,mechanized_patrol,active,regular
blue-3,2023-05-01 02:20:00,1712.6818744631641,2524.574872603327,mechanized_patrol,active,regular
blue-4,2023-05-01 02:20:00,8803.572961846905,6431.130233099639,infantry_squad,active,regular
blue-5,2023-05-01 02:20:00,8719.882717579416,3931.8703854368464,uav_surveillance,resupply,sitrep
blue-6,2023-05-01 02:20:00,1570.257033116693,6706.698809451108,uav_surveillance,active,regular
blue-7,2023-05-01 02:20:00,5343.278183099495,4795.333693464943,infantry_squad,active,regular
blue-8,2023-05-01 02:20:00,4906.875625335539,8751.922008511008,recon_team,active,regular
blue-9,2023-05-01 02:20:00,5175.33455438372,6149.101803981297,command_post,active,contact
blue-0,2023-05-01 02:25:00,6708.787170791036,1890.08230041751,mechanized_patrol,maintenance,contact
