id,timestamp,x_coord,y_coord,entity_class,entity_type
8d318622-0954-4a48-a0cb-6def2a815bf9,2023-05-01 00:00:00,4134.541979122082,5176.776205377548,heavy_vehicle,target
b17a019e-4d8d-433f-b3d8-65ca6bcb2ef0,2023-05-01 00:00:00,1405.1211669189627,9122.333796611441,uav,target
a10d46e7-3788-4ee2-a1e9-b698318097c1,2023-05-01 00:00:00,4103.888621831012,5260.734713077627,infantry,target
7dc7bf6e-74f5-4b4c-9868-107e6f682624,2023-05-01 00:00:00,1413.7486105068795,9136.484214917098,civilian,target
026536f6-c314-4d44-ae4c-4d1a8dbcf792,2023-05-01 00:00:00,7835.091309083901,9571.156906142469,infantry,target
2099fa3e-1737-434f-8873-16f9a2a8e88f,2023-05-01 00:00:00,2354.418973183915,313.2402216629584,infantry,target
32e7939e-853a-4fcd-8df5-052936b0303f,2023-05-01 00:00:00,9948.843293417947,6921.198023797059,light_vehicle,target
blue-7,2023-05-01 00:05:00,6384.7002415486095,4517.610100216169,infantry_squad,blue_force
blue-9,2023-05-01 00:05:00,5166.283806314152,6155.517000233766,command_post,blue_force
blue-6,2023-05-01 00:05:00,2045.2275762053278,6231.728266362474,uav_surveillance,blue_force
blue-5,2023-05-01 00:05:00,8997.409105978164,3735.821226716148,uav_surveillance,blue_force
blue-4,2023-05-01 00:05:00,10475.10886680948,5216.688311056401,infantry_squad,blue_force
blue-3,2023-05-01 00:05:00,1712.6818744631644,2524.574872603327,mechanized_patrol,blue_force
blue-8,2023-05-01 00:05:00,4241.923607619414,8991.680536288584,recon_team,blue_force
blue-1,2023-05-01 00:05:00,6483.6391904019665,3288.87689936787,command_post,blue_force
blue-0,2023-05-01 00:05:00,7306.882900711549,582.7305712839927,mechanized_patrol,blue_force
blue-2,2023-05-01 00:05:00,4828.94459503729,2938.9015131887463,mechanized_patrol,blue_force
blue-0,2023-05-01 00:10:00,8556.144089581878,1357.1240554813562,mechanized_patrol,blue_force
blue-1,2023-05-01 00:10:00,6483.6391904019665,3288.87689936787,command_post,blue_force
blue-2,2023-05-01 00:10:00,4100.275931812324,2786.678214326678,mechanized_patrol,blue_force
blue-3,2023-05-01 00:10:00,2233.4593797627986,941.3602416225287,mechanized_patrol,blue_force
blue-4,2023-05-01 00:10:00,10465.269711222081,5310.301623236706,infantry_squad,blue_force
blue-6,2023-05-01 00:10:00,1570.257033116693,6706.698809451108,uav_surveillance,blue_force
blue-7,2023-05-01 00:10:00,6536.831795786536,4478.281832348269,infantry_squad,blue_force
blue-8,2023-05-01 00:10:00,4184.057791024774,9413.860685024321,recon_team,blue_force
blue-5,2023-05-01 00:10:00,8580.586158676393,2816.5144084312124,uav_surveillance,blue_force
blue-9,2023-05-01 00:10:00,5166.283806314152,6155.517000233766,command_post,blue_force
026536f6-c314-4d44-ae4c-4d1a8dbcf792,2023-05-01 00:15:00,8903.18774393869,9779.481864763517,infantry,target
baa06f2e-aadf-488d-8ff8-79130d54d3a2,2023-05-01 00:15:00,2945.2106747313774,1433.2872013174958,infantry,target
b17a019e-4d8d-433f-b3d8-65ca6bcb2ef0,2023-05-01 00:15:00,2492.4155390200895,818.3800081611935,uav,target
d51637c2-5c28-4ec8-8f83-0acdfdc0fba4,2023-05-01 00:15:00,2942.243262447996,1349.7607273192991,civilian,target
0fdabb6b-9a60-4fc6-a23b-80271040aa9b,2023-05-01 00:15:00,3200.260430169206,6168.982044666772,heavy_vehicle,target
blue-0,2023-05-01 00:15:00,7418.43253775363,544.24679317416,mechanized_patrol,blue_force
blue-1,2023-05-01 00:15:00,6483.6391904019665,3288.87689936787,command_post,blue_force
blue-2,2023-05-01 00:15:00,4256.117522485665,3173.5963602621373,mechanized_patrol,blue_force
blue-3,2023-05-01 00:15:00,1712.6818744631641,2524.574872603327,mechanized_patrol,blue_force
blue-4,2023-05-01 00:15:00,10448.924388769974,5403.000553295133,infantry_squad,blue_force
blue-6,2023-05-01 00:15:00,921.4352052083265,6880.55009427084,uav_surveillance,blue_force
blue-7,2023-05-01 00:15:00,6491.3459978534775,4148.066518806477,infantry_squad,blue_force
blue-8,2023-05-01 00:15:00,4161.943021390598,8879.35076818718,recon_team,blue_force
blue-9,2023-05-01 00:15:00,5166.283806314152,6155.517000233766,command_post,blue_force
6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,2023-05-01 00:15:00,3606.1191456678034,5825.097580257188,civilian,target
572a4184-841d-4e25-bdba-9283eae08aa6,2023-05-01 00:15:00,2407.6617065043597,5666.670784851811,infantry,target
bd177664-2b9f-4106-b4fd-2440b82c4c2c,2023-05-01 00:15:00,260.6966350124901,8288.871983261595,heavy_vehicle,target
19fdbb23-ce8a-428b-90c7-afd8afbccf8e,2023-05-01 00:15:00,3543.602190826972,5775.751991799853,infantry,target
blue-5,2023-05-01 00:15:00,9354.781653006998,2462.910405150299,uav_surveillance,blue_force
13776caa-8647-4ed9-8cf9-2152cf8082fe,2023-05-01 00:15:00,7968.050896566462,1005.2313928542883,light_vehicle,target
2099fa3e-1737-434f-8873-16f9a2a8e88f,2023-05-01 00:15:00,2849.669259340367,1452.547977938178,infantry,target
a4ed3238-dd50-4baf-9bfc-9c10fa360ef8,2023-05-01 00:15:00,3998.248046797506,3335.3029021706097,heavy_vehicle,target
d0bd5f38-4760-4134-82f7-feefe513fd81,2023-05-01 00:15:00,3899.2574482030477,7082.954551400129,heavy_vehicle,target
ec240ea2-fe08-4666-a301-d1961779d099,2023-05-01 00:15:00,3851.554651548595,2212.544443973671,infantry,target
32e7939e-853a-4fcd-8df5-052936b0303f,2023-05-01 00:15:00,7643.1599399376855,4003.4839056717847,light_vehicle,target
a10d46e7-3788-4ee2-a1e9-b698318097c1,2023-05-01 00:15:00,3670.510004149491,5771.439519681433,infantry,target
ae56af0b-55af-4e09-8c0e-353ceae7ccff,2023-05-01 00:15:00,3630.462328707567,5831.591650353237,uav,target
4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3,2023-05-01 00:15:00,7660.692458723635,3935.2410139022913,light_vehicle,target
7dc7bf6e-74f5-4b4c-9868-107e6f682624,2023-05-01 00:15:00,2442.7991977829115,773.2121519074615,civilian,target
8d318622-0954-4a48-a0cb-6def2a815bf9,2023-05-01 00:15:00,3541.041189857217,5865.668060900336,heavy_vehicle,target
blue-1,2023-05-01 00:20:00,6495.630838929025,3283.2712385353393,command_post,blue_force
blue-0,2023-05-01 00:20:00,7277.342014891583,0.0,mechanized_patrol,blue_force
blue-3,2023-05-01 00:20:00,1712.6818744631641,2524.574872603327,mechanized_patrol,blue_force
blue-5,2023-05-01 00:20:00,9440.081883050181,2982.38466048802,uav_surveillance,blue_force
blue-6,2023-05-01 00:20:00,272.61337729996023,6706.698809451109,uav_surveillance,blue_force
blue-7,2023-05-01 00:20:00,6445.860199920419,3817.8512052646847,infantry_squad,blue_force
blue-8,2023-05-01 00:20:00,4807.313949402524,8712.195721235343,recon_team,blue_force
blue-9,2023-05-01 00:20:00,5149.661865179947,6161.2602784421915,command_post,blue_force
blue-2,2023-05-01 00:20:00,3466.1780102765324,3203.4411448610463,mechanized_patrol,blue_force
blue-4,2023-05-01 00:20:00,10426.152532221118,5494.3334813625,infantry_squad,blue_force
blue-4,2023-05-01 00:25:00,10397.0650837716,5583.855442594016,infantry_squad,blue_force
blue-5,2023-05-01 00:25:00,8047.826830425797,3657.7231039372523,uav_surveillance,blue_force
blue-8,2023-05-01 00:25:00,5110.836316183301,8633.58155801844,recon_team,blue_force
blue-0,2023-05-01 00:25:00,7621.4999480951155,1630.7461773037674,mechanized_patrol,blue_force
blue-1,2023-05-01 00:25:00,6495.630838929025,3283.2712385353393,command_post,blue_force
blue-2,2023-05-01 00:25:00,4087.9449349483675,2272.8505652749454,mechanized_patrol,blue_force
blue-3,2023-05-01 00:25:00,2233.4593797627986,941.3602416225287,mechanized_patrol,blue_force
blue-7,2023-05-01 00:25:00,6445.860199920419,3817.8512052646847,infantry_squad,blue_force
blue-9,2023-05-01 00:25:00,5149.661865179947,6161.2602784421915,command_post,blue_force
blue-6,2023-05-01 00:25:00,-202.35716578867505,6231.728266362474,uav_surveillance,blue_force
blue-1,2023-05-01 00:30:00,6495.630838929025,3283.2712385353393,command_post,blue_force
blue-9,2023-05-01 00:30:00,5149.661865179947,6161.2602784421915,command_post,blue_force
blue-8,2023-05-01 00:30:00,5110.836316183301,8633.58155801844,recon_team,blue_force
blue-0,2023-05-01 00:30:00,7651.62153853588,1773.4732910110006,mechanized_patrol,blue_force
blue-6,2023-05-01 00:30:00,-376.20845060840657,5582.906438454107,uav_surveillance,blue_force
blue-5,2023-05-01 00:30:00,9346.488965989805,2639.0176301472507,uav_surveillance,blue_force
blue-4,2023-05-01 00:30:00,10361.803754546407,5671.130294993277,infantry_squad,blue_force
baa06f2e-aadf-488d-8ff8-79130d54d3a2,2023-05-01 00:30:00,3907.7694588036543,2143.507857206278,infantry,target
b17a019e-4d8d-433f-b3d8-65ca6bcb2ef0,2023-05-01 00:30:00,3579.7099111212165,9240.906187066172,uav,target
d51637c2-5c28-4ec8-8f83-0acdfdc0fba4,2023-05-01 00:30:00,3784.671996427775,2237.724150289275,civilian,target
6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,2023-05-01 00:30:00,3149.192100966324,6419.839268572689,civilian,target
19fdbb23-ce8a-428b-90c7-afd8afbccf8e,2023-05-01 00:30:00,3119.461519013616,6382.337590577706,infantry,target
572a4184-841d-4e25-bdba-9283eae08aa6,2023-05-01 00:30:00,1473.4477442329621,6497.179227131102,infantry,target
blue-7,2023-05-01 00:30:00,6445.860199920419,3817.8512052646847,infantry_squad,blue_force
ae56af0b-55af-4e09-8c0e-353ceae7ccff,2023-05-01 00:30:00,3150.1336520141263,6361.0323198313245,uav,target
0fdabb6b-9a60-4fc6-a23b-80271040aa9b,2023-05-01 00:30:00,3200.260430169206,6168.982044666772,heavy_vehicle,target
blue-2,2023-05-01 00:30:00,3600.0504874335325,2366.0931913369923,mechanized_patrol,blue_force
a4ed3238-dd50-4baf-9bfc-9c10fa360ef8,2023-05-01 00:30:00,5870.230653053606,1678.2932094184464,heavy_vehicle,target
d0bd5f38-4760-4134-82f7-feefe513fd81,2023-05-01 00:30:00,6179.829198362308,6058.751206172469,heavy_vehicle,target
ec240ea2-fe08-4666-a301-d1961779d099,2023-05-01 00:30:00,4819.07992038833,3003.9955505851904,infantry,target
13776caa-8647-4ed9-8cf9-2152cf8082fe,2023-05-01 00:30:00,8686.500325378234,689.015482134203,light_vehicle,target
blue-3,2023-05-01 00:30:00,1712.6818744631641,2524.574872603327,mechanized_patrol,blue_force
2099fa3e-1737-434f-8873-16f9a2a8e88f,2023-05-01 00:30:00,3788.128491855509,2273.044758369446,infantry,target
a10d46e7-3788-4ee2-a1e9-b698318097c1,2023-05-01 00:30:00,3226.608630606561,6468.975259495112,infantry,target
4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3,2023-05-01 00:30:00,5356.380392028912,976.7539175496486,light_vehicle,target
7dc7bf6e-74f5-4b4c-9868-107e6f682624,2023-05-01 00:30:00,3544.7909145544795,9194.606931835282,civilian,target
8d318622-0954-4a48-a0cb-6def2a815bf9,2023-05-01 00:30:00,3080.198711215927,6378.924775213991,heavy_vehicle,target
blue-9,2023-05-01 00:35:00,5149.661865179947,6161.2602784421915,command_post,blue_force
blue-8,2023-05-01 00:35:00,4494.948070123376,8378.383374620375,recon_team,blue_force
blue-6,2023-05-01 00:35:00,-202.35716578867482,4934.08461054574,uav_surveillance,blue_force
blue-7,2023-05-01 00:35:00,6409.641601313129,3554.9133996500173,infantry_squad,blue_force
blue-3,2023-05-01 00:35:00,2233.4593797627986,941.3602416225287,mechanized_patrol,blue_force
blue-2,2023-05-01 00:35:00,5215.291996469179,2776.9126714812824,mechanized_patrol,blue_force
blue-1,2023-05-01 00:35:00,6495.630838929025,3283.2712385353393,command_post,blue_force
blue-0,2023-05-01 00:35:00,8024.61492023181,1670.920078505842,mechanized_patrol,blue_force
blue-5,2023-05-01 00:35:00,9551.35332417747,2370.9464304191383,uav_surveillance,blue_force
blue-4,2023-05-01 00:35:00,10361.803754546407,5671.130294993277,infantry_squad,blue_force
blue-9,2023-05-01 00:40:00,5149.661865179947,6161.2602784421915,command_post,blue_force
blue-8,2023-05-01 00:40:00,4211.2683353626635,8260.838424800475,recon_team,blue_force
blue-7,2023-05-01 00:40:00,6742.754165110351,3567.043154451855,infantry_squad,blue_force
blue-6,2023-05-01 00:40:00,272.6133772999593,4459.114067457106,uav_surveillance,blue_force
blue-5,2023-05-01 00:40:00,8935.70066355045,3542.223494008257,uav_surveillance,blue_force
blue-4,2023-05-01 00:40:00,10320.540334197065,5755.732844252232,infantry_squad,blue_force
blue-3,2023-05-01 00:40:00,1712.6818744631641,2524.574872603327,mechanized_patrol,blue_force
blue-2,2023-05-01 00:40:00,5441.662524459842,2834.487605080305,mechanized_patrol,blue_force
blue-0,2023-05-01 00:40:00,8024.61492023181,1670.920078505842,mechanized_patrol,blue_force
blue-1,2023-05-01 00:40:00,6480.127262521811,3282.298813332145,command_post,blue_force
d0bd5f38-4760-4134-82f7-feefe513fd81,2023-05-01 00:45:00,8460.400948521568,5034.547860944809,heavy_vehicle,target
a4ed3238-dd50-4baf-9bfc-9c10fa360ef8,2023-05-01 00:45:00,8341.367157383287,1299.4998924640822,heavy_vehicle,target
blue-0,2023-05-01 00:45:00,8245.09700567348,626.2281859823383,mechanized_patrol,blue_force
blue-1,2023-05-01 00:45:00,6480.127262521811,3282.298813332145,command_post,blue_force
blue-2,2023-05-01 00:45:00,3804.67034928255,2521.383155756925,mechanized_patrol,blue_force
blue-3,2023-05-01 00:45:00,2233.4593797627986,941.3602416225287,mechanized_patrol,blue_force
blue-4,2023-05-01 00:45:00,10273.475853959733,5837.250915255111,infantry_squad,blue_force
blue-5,2023-05-01 00:45:00,7901.863885138512,2466.754189074987,uav_surveillance,blue_force
blue-6,2023-05-01 00:45:00,921.4352052083261,4285.262782637374,uav_surveillance,blue_force
blue-7,2023-05-01 00:45:00,6942.22039311247,3574.3063942688495,infantry_squad,blue_force
blue-8,2023-05-01 00:45:00,4211.2683353626635,8260.838424800475,recon_team,blue_force
blue-9,2023-05-01 00:45:00,5149.661865179947,6161.2602784421915,command_post,blue_force
13776caa-8647-4ed9-8cf9-2152cf8082fe,2023-05-01 00:45:00,5341.05154732293,2383.262357122694,light_vehicle,target
ec240ea2-fe08-4666-a301-d1961779d099,2023-05-01 00:45:00,5786.605189228065,3795.4466571967096,infantry,target
32e7939e-853a-4fcd-8df5-052936b0303f,2023-05-01 00:45:00,3097.2501647178096,1967.6072854512427,light_vehicle,target
026536f6-c314-4d44-ae4c-4d1a8dbcf792,2023-05-01 00:45:00,9971.284178793478,9130.120635669502,infantry,target
b17a019e-4d8d-433f-b3d8-65ca6bcb2ef0,2023-05-01 00:45:00,4667.004283222343,699.8076177064631,uav,target
d51637c2-5c28-4ec8-8f83-0acdfdc0fba4,2023-05-01 00:45:00,4890.288070635792,3034.5586903861304,civilian,target
6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,2023-05-01 00:45:00,3149.192100966324,6419.839268572689,civilian,target
19fdbb23-ce8a-428b-90c7-afd8afbccf8e,2023-05-01 00:45:00,3157.5961164455234,6408.605142633613,infantry,target
572a4184-841d-4e25-bdba-9283eae08aa6,2023-05-01 00:45:00,1473.4477442329621,6497.179227131102,infantry,target
0fdabb6b-9a60-4fc6-a23b-80271040aa9b,2023-05-01 00:45:00,764.7492788819081,5604.814133531068,heavy_vehicle,target
8d318622-0954-4a48-a0cb-6def2a815bf9,2023-05-01 00:45:00,3189.10851874929,6487.961480183819,heavy_vehicle,target
4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3,2023-05-01 00:45:00,3052.0683253341886,1981.7331788029942,light_vehicle,target
2099fa3e-1737-434f-8873-16f9a2a8e88f,2023-05-01 00:45:00,4856.68912660079,2963.7023091639744,infantry,target
blue-7,2023-05-01 00:50:00,6612.812116499471,3523.3034687648683,infantry_squad,blue_force
blue-6,2023-05-01 00:50:00,921.4352052083261,4285.262782637374,uav_surveillance,blue_force
blue-5,2023-05-01 00:50:00,8888.277579423991,4133.003173002694,uav_surveillance,blue_force
blue-4,2023-05-01 00:50:00,10220.839607251224,5915.287360154154,infantry_squad,blue_force
blue-0,2023-05-01 00:50:00,8107.128091948966,264.832634844581,mechanized_patrol,blue_force
blue-2,2023-05-01 00:50:00,5096.995686874728,3573.843606127884,mechanized_patrol,blue_force
blue-1,2023-05-01 00:50:00,6486.861517058077,3283.095490360355,command_post,blue_force
blue-8,2023-05-01 00:50:00,4211.2683353626635,8260.838424800475,recon_team,blue_force
blue-3,2023-05-01 00:50:00,1712.6818744631641,2524.574872603327,mechanized_patrol,blue_force
blue-9,2023-05-01 00:50:00,5149.661865179947,6161.2602784421915,command_post,blue_force
blue-1,2023-05-01 00:55:00,6486.861517058077,3283.095490360355,command_post,blue_force
blue-0,2023-05-01 00:55:00,6770.933154710375,1261.0057460434996,mechanized_patrol,blue_force
blue-2,2023-05-01 00:55:00,5736.874147455088,4094.9560173879063,mechanized_patrol,blue_force
blue-3,2023-05-01 00:55:00,2233.4593797627986,941.3602416225287,mechanized_patrol,blue_force
blue-7,2023-05-01 00:55:00,6283.403839886471,3472.300543260887,infantry_squad,blue_force
blue-5,2023-05-01 00:55:00,8986.177727905075,3899.613260882302,uav_surveillance,blue_force
blue-6,2023-05-01 00:55:00,1570.257033116693,4459.114067457106,uav_surveillance,blue_force
blue-8,2023-05-01 00:55:00,4649.502732575335,8763.227773358036,recon_team,blue_force
blue-9,2023-05-01 00:55:00,5149.661865179947,6161.2602784421915,command_post,blue_force
blue-4,2023-05-01 00:55:00,10162.888032574523,5989.461993234009,infantry_squad,blue_force
8d318622-0954-4a48-a0cb-6def2a815bf9,2023-05-01 01:00:00,2632.205106771143,7078.588450503725,heavy_vehicle,target
4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3,2023-05-01 01:00:00,747.7562586394661,4940.220275155638,light_vehicle,target
a10d46e7-3788-4ee2-a1e9-b698318097c1,2023-05-01 01:00:00,2700.971052691531,6965.275371766614,infantry,target
32e7939e-853a-4fcd-8df5-052936b0303f,2023-05-01 01:00:00,728.4195029790727,4979.92180478106,light_vehicle,target
19fdbb23-ce8a-428b-90c7-afd8afbccf8e,2023-05-01 01:00:00,2756.185813530636,6964.993560808558,infantry,target
b17a019e-4d8d-433f-b3d8-65ca6bcb2ef0,2023-05-01 01:00:00,5754.29865532347,9359.478577520902,uav,target
d51637c2-5c28-4ec8-8f83-0acdfdc0fba4,2023-05-01 01:00:00,5802.056590026104,3770.7565950654775,civilian,target
026536f6-c314-4d44-ae4c-4d1a8dbcf792,2023-05-01 01:00:00,8815.565005269998,9431.393100047757,infantry,target
baa06f2e-aadf-488d-8ff8-79130d54d3a2,2023-05-01 01:00:00,5788.11009731255,3824.1695561343518,infantry,target
2099fa3e-1737-434f-8873-16f9a2a8e88f,2023-05-01 01:00:00,5797.662030006594,3780.4186841980154,infantry,target
13776caa-8647-4ed9-8cf9-2152cf8082fe,2023-05-01 01:00:00,1995.6027692676253,4077.509232111185,light_vehicle,target
6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,2023-05-01 01:00:00,2692.265056264844,7014.5809568881905,civilian,target
ae56af0b-55af-4e09-8c0e-353ceae7ccff,2023-05-01 01:00:00,2759.5883932597308,7034.285822479616,uav,target
blue-9,2023-05-01 01:00:00,5149.661865179947,6161.2602784421915,command_post,blue_force
bd177664-2b9f-4106-b4fd-2440b82c4c2c,2023-05-01 01:00:00,3621.59845430349,1871.8800992498172,heavy_vehicle,target
blue-8,2023-05-01 01:00:00,4815.393051942441,8953.403464743578,recon_team,blue_force
a4ed3238-dd50-4baf-9bfc-9c10fa360ef8,2023-05-01 01:00:00,9187.496338287034,920.706575509718,heavy_vehicle,target
blue-7,2023-05-01 01:00:00,5953.995563273472,3421.2976177569053,infantry_squad,blue_force
blue-6,2023-05-01 01:00:00,2045.2275762053273,4934.08461054574,uav_surveillance,blue_force
blue-5,2023-05-01 01:00:00,8827.828940543106,3594.587374808282,uav_surveillance,blue_force
blue-4,2023-05-01 01:00:00,10099.903464176185,6059.41344313832,infantry_squad,blue_force
blue-3,2023-05-01 01:00:00,1712.6818744631641,2524.574872603327,mechanized_patrol,blue_force
blue-2,2023-05-01 01:00:00,4129.097128296624,4485.279332560258,mechanized_patrol,blue_force
blue-1,2023-05-01 01:00:00,6486.861517058077,3283.095490360355,command_post,blue_force
blue-0,2023-05-01 01:00:00,6592.256138916409,1394.214781463928,mechanized_patrol,blue_force
ec240ea2-fe08-4666-a301-d1961779d099,2023-05-01 01:00:00,6754.1304580678,4586.897763808229,infantry,target
d0bd5f38-4760-4134-82f7-feefe513fd81,2023-05-01 01:00:00,9259.02730131917,4010.344515717149,heavy_vehicle,target
572a4184-841d-4e25-bdba-9283eae08aa6,2023-05-01 01:00:00,539.2337819615647,7327.687669410394,infantry,target
7dc7bf6e-74f5-4b4c-9868-107e6f682624,2023-05-01 01:00:00,5771.364506600232,9331.038454278749,civilian,target
blue-7,2023-05-01 01:05:00,5953.995563273472,3421.2976177569053,infantry_squad,blue_force
blue-1,2023-05-01 01:05:00,6486.861517058077,3283.095490360355,command_post,blue_force
blue-2,2023-05-01 01:05:00,4382.453729836606,2837.9820885165827,mechanized_patrol,blue_force
blue-3,2023-05-01 01:05:00,2233.4593797627986,941.3602416225287,mechanized_patrol,blue_force
blue-4,2023-05-01 01:05:00,10032.192756542257,6124.8009134346485,infantry_squad,blue_force
blue-5,2023-05-01 01:05:00,8347.95352344813,3144.0484915574266,uav_surveillance,blue_force
blue-6,2023-05-01 01:05:00,2219.0788610250593,5582.906438454107,uav_surveillance,blue_force
blue-8,2023-05-01 01:05:00,4663.313330874986,8759.931548036166,recon_team,blue_force
blue-9,2023-05-01 01:05:00,5169.603656926237,6149.055397770007,command_post,blue_force
blue-0,2023-05-01 01:05:00,8065.754654354599,1806.0464693212316,mechanized_patrol,blue_force
blue-9,2023-05-01 01:10:00,5169.603656926237,6149.055397770007,command_post,blue_force
blue-8,2023-05-01 01:10:00,4697.418910616904,8729.817951487285,recon_team,blue_force
blue-7,2023-05-01 01:10:00,5624.587286660472,3370.294692252924,infantry_squad,blue_force
blue-6,2023-05-01 01:10:00,2045.2275762053278,6231.728266362474,uav_surveillance,blue_force
blue-3,2023-05-01 01:10:00,1712.6818744631641,2524.574872603327,mechanized_patrol,blue_force
blue-4,2023-05-01 01:10:00,9960.085789434077,6185.305842940435,infantry_squad,blue_force
blue-2,2023-05-01 01:10:00,4482.768733806213,2185.744773321592,mechanized_patrol,blue_force
blue-1,2023-05-01 01:10:00,6486.861517058077,3283.095490360355,command_post,blue_force
blue-5,2023-05-01 01:10:00,8780.499052541867,3866.4216166443553,uav_surveillance,blue_force
blue-0,2023-05-01 01:10:00,7246.98467425315,354.3600371112825,mechanized_patrol,blue_force
026536f6-c314-4d44-ae4c-4d1a8dbcf792,2023-05-01 01:15:00,7602.4141893334745,9732.665564426012,infantry,target
d51637c2-5c28-4ec8-8f83-0acdfdc0fba4,2023-05-01 01:15:00,6771.934293757508,4629.85605804826,civilian,target
6e2b5ad6-6b51-4936-9ab5-862ee0fd1fd8,2023-05-01 01:15:00,2235.3380115633645,7609.3226452036915,civilian,target
19fdbb23-ce8a-428b-90c7-afd8afbccf8e,2023-05-01 01:15:00,2216.7745663462047,7593.267103263937,infantry,target
bd177664-2b9f-4106-b4fd-2440b82c4c2c,2023-05-01 01:15:00,4915.696817408817,267.11719542077526,heavy_vehicle,target
572a4184-841d-4e25-bdba-9283eae08aa6,2023-05-01 01:15:00,394.9801803098328,8158.1961116896855,infantry,target
0fdabb6b-9a60-4fc6-a23b-80271040aa9b,2023-05-01 01:15:00,4106.273023692687,4476.478311259663,heavy_vehicle,target
8d318622-0954-4a48-a0cb-6def2a815bf9,2023-05-01 01:15:00,2176.6722684524893,7603.665563203409,heavy_vehicle,target
4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3,2023-05-01 01:15:00,1556.5558080552564,7898.707371508281,light_vehicle,target
a10d46e7-3788-4ee2-a1e9-b698318097c1,2023-05-01 01:15:00,2226.1497596062486,7659.723686376761,infantry,target
32e7939e-853a-4fcd-8df5-052936b0303f,2023-05-01 01:15:00,1544.8343291526412,7963.804128381259,light_vehicle,target
2099fa3e-1737-434f-8873-16f9a2a8e88f,2023-05-01 01:15:00,6699.59572327468,4644.7369493735505,infantry,target
13776caa-8647-4ed9-8cf9-2152cf8082fe,2023-05-01 01:15:00,1349.8460087876792,5771.756107099676,light_vehicle,target
7dc7bf6e-74f5-4b4c-9868-107e6f682624,2023-05-01 01:15:00,5798.726628976905,9357.014100252145,civilian,target
ec240ea2-fe08-4666-a301-d1961779d099,2023-05-01 01:15:00,7721.655726907535,5378.348870419748,infantry,target
ae56af0b-55af-4e09-8c0e-353ceae7ccff,2023-05-01 01:15:00,2244.5229386087076,7676.117847516562,uav,target
baa06f2e-aadf-488d-8ff8-79130d54d3a2,2023-05-01 01:15:00,6689.07241007989,4659.217709800625,infantry,target
d0bd5f38-4760-4134-82f7-feefe513fd81,2023-05-01 01:15:00,6978.455551159911,2986.141170489489,heavy_vehicle,target
a4ed3238-dd50-4baf-9bfc-9c10fa360ef8,2023-05-01 01:15:00,6716.359833957354,541.9132585553537,heavy_vehicle,target
