id,timestamp,x_coord,y_coord,jammer_type,power,range,angle,direction,freq_low,freq_high,mobility,attached_entity_type,attached_entity_id
jammer-mobile-3,2023-05-01 00:20:00,7660.692458723635,3935.2410139022913,drone_jammer,32.61497124862771,754.0202470486626,90,206.68620793184795,1038.4683153886701,6085.711122120255,mobile,target,4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3
jammer-mobile-4,2023-05-01 00:20:00,10426.152532221118,5494.3334813625,drone_jammer,32.964165739827095,788.5494123671327,90,227.6711903421224,986.199644371361,6298.395466793497,mobile,blue_force,blue-4
jammer-mobile-5,2023-05-01 00:20:00,3466.1780102765324,3203.4411448610463,vehicle_tactical,52.548920834061796,1058.415872872593,180,107.46106168885396,19.127055412303914,494.0809643253268,mobile,blue_force,blue-2
jammer-mobile-6,2023-05-01 00:20:00,3998.248046797506,3335.3029021706097,vehicle_tactical,54.41443638720389,1036.342073805315,180,157.87771871767688,19.533650379905087,507.0480899289904,mobile,target,a4ed3238-dd50-4baf-9bfc-9c10fa360ef8
jammer-static-0,2023-05-01 00:25:00,5966.201999039332,3979.567415213905,static_barrage,85.58151714100576,1840.9980704686031,360,266.6403880803633,30.13609960124505,302.71477537347124,static,,
jammer-static-1,2023-05-01 00:25:00,3374.7809594463697,3930.6435735629584,static_barrage,104.08074916199921,2024.4980251754453,360,257.76706065206525,30.603974920770707,297.5855946288498,static,,
jammer-static-2,2023-05-01 00:25:00,3182.2348186332842,8786.657555101177,static_directional,129.5795589826134,2953.5686388921017,60,100.03368300179106,291.4594128632276,3079.0482387019574,static,,
jammer-static-3,2023-05-01 00:25:00,4519.709202549349,4435.917521938513,static_barrage,93.75822889915885,1905.8083468888053,360,15.642159452314988,29.878274639015526,288.7447848855963,static,,
jammer-static-4,2023-05-01 00:25:00,5208.162525092908,6317.61865701198,static_directional,157.11118514185478,3217.0241401864664,60,207.84677229243434,306.1371550864477,2863.7473150966985,static,,
jammer-mobile-0,2023-05-01 00:25:00,5149.661865179947,6161.260278442192,vehicle_tactical,59.70443041321516,1071.0635442030293,180,7.945938918547711,19.760252450078333,497.67051511842175,mobile,blue_force,blue-9
jammer-mobile-1,2023-05-01 00:25:00,5110.836316183301,8633.58155801844,drone_jammer,32.421843761502615,829.3676264858668,90,61.17415498082528,1013.4978288197061,6020.483926217825,mobile,blue_force,blue-8
jammer-mobile-2,2023-05-01 00:25:00,6445.860199920419,3817.8512052646847,drone_jammer,32.215371011878496,854.8563072303697,90,299.47184905283757,972.9048071964104,5719.260146342423,mobile,blue_force,blue-7
jammer-mobile-3,2023-05-01 00:25:00,7660.692458723635,3935.2410139022913,drone_jammer,32.61497124862771,754.0202470486626,90,209.04397325861544,1038.4683153886701,6085.711122120255,mobile,target,4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3
jammer-mobile-4,2023-05-01 00:25:00,10397.0650837716,5583.855442594016,drone_jammer,32.964165739827095,788.5494123671327,90,241.46705448752095,986.199644371361,6298.395466793497,mobile,blue_force,blue-4
jammer-mobile-5,2023-05-01 00:25:00,4087.944934948368,2272.850565274945,vehicle_tactical,52.548920834061796,1058.415872872593,180,89.53012549223571,19.127055412303914,494.0809643253268,mobile,blue_force,blue-2
jammer-mobile-6,2023-05-01 00:25:00,3998.248046797506,3335.3029021706097,vehicle_tactical,54.41443638720389,1036.342073805315,180,146.58069619573058,19.533650379905087,507.0480899289904,mobile,target,a4ed3238-dd50-4baf-9bfc-9c10fa360ef8
jammer-static-0,2023-05-01 00:30:00,5966.201999039332,3979.567415213905,static_barrage,85.58151714100576,1840.9980704686031,360,266.6403880803633,30.13609960124505,302.71477537347124,static,,
jammer-static-1,2023-05-01 00:30:00,3374.7809594463697,3930.6435735629584,static_barrage,104.08074916199921,2024.4980251754453,360,257.76706065206525,30.603974920770707,297.5855946288498,static,,
jammer-static-2,2023-05-01 00:30:00,3182.2348186332842,8786.657555101177,static_directional,129.5795589826134,2953.5686388921017,60,100.03368300179106,291.4594128632276,3079.0482387019574,static,,
jammer-static-3,2023-05-01 00:30:00,4519.709202549349,4435.917521938513,static_barrage,93.75822889915885,1905.8083468888053,360,15.642159452314988,29.878274639015526,288.7447848855963,static,,
jammer-static-4,2023-05-01 00:30:00,5208.162525092908,6317.61865701198,static_directional,157.11118514185478,3217.0241401864664,60,207.84677229243434,306.1371550864477,2863.7473150966985,static,,
jammer-mobile-0,2023-05-01 00:30:00,5149.661865179947,6161.260278442192,vehicle_tactical,59.70443041321516,1071.0635442030293,180,37.65490031820139,19.760252450078333,497.67051511842175,mobile,blue_force,blue-9
jammer-mobile-1,2023-05-01 00:30:00,5110.836316183301,8633.58155801844,drone_jammer,32.421843761502615,829.3676264858668,90,70.16683843919249,1013.4978288197061,6020.483926217825,mobile,blue_force,blue-8
jammer-mobile-2,2023-05-01 00:30:00,6445.860199920419,3817.8512052646847,drone_jammer,32.215371011878496,854.8563072303697,90,295.7578540877078,972.9048071964104,5719.260146342423,mobile,blue_force,blue-7
jammer-mobile-3,2023-05-01 00:30:00,5356.380392028912,976.7539175496486,drone_jammer,32.61497124862771,754.0202470486626,90,210.09852372075088,1038.4683153886701,6085.711122120255,mobile,target,4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3
jammer-mobile-4,2023-05-01 00:30:00,10361.803754546409,5671.130294993277,drone_jammer,32.964165739827095,788.5494123671327,90,218.7273062396169,986.199644371361,6298.395466793497,mobile,blue_force,blue-4
jammer-mobile-5,2023-05-01 00:30:00,3600.0504874335325,2366.0931913369923,vehicle_tactical,52.548920834061796,1058.415872872593,180,73.01196571412916,19.127055412303914,494.0809643253268,mobile,blue_force,blue-2
jammer-mobile-6,2023-05-01 00:30:00,5870.230653053606,1678.2932094184464,vehicle_tactical,54.41443638720389,1036.342073805315,180,136.8658299245779,19.533650379905087,507.0480899289904,mobile,target,a4ed3238-dd50-4baf-9bfc-9c10fa360ef8
jammer-static-0,2023-05-01 00:35:00,5966.201999039332,3979.567415213905,static_barrage,85.58151714100576,1840.9980704686031,360,266.6403880803633,30.13609960124505,302.71477537347124,static,,
jammer-static-1,2023-05-01 00:35:00,3374.7809594463697,3930.6435735629584,static_barrage,104.08074916199921,2024.4980251754453,360,257.76706065206525,30.603974920770707,297.5855946288498,static,,
jammer-static-2,2023-05-01 00:35:00,3182.2348186332842,8786.657555101177,static_directional,129.5795589826134,2953.5686388921017,60,100.03368300179106,291.4594128632276,3079.0482387019574,static,,
jammer-static-3,2023-05-01 00:35:00,4519.709202549349,4435.917521938513,static_barrage,93.75822889915885,1905.8083468888053,360,15.642159452314988,29.878274639015526,288.7447848855963,static,,
jammer-static-4,2023-05-01 00:35:00,5208.162525092908,6317.61865701198,static_directional,157.11118514185478,3217.0241401864664,60,207.84677229243434,306.1371550864477,2863.7473150966985,static,,
jammer-mobile-0,2023-05-01 00:35:00,5149.661865179947,6161.260278442192,vehicle_tactical,59.70443041321516,1071.0635442030293,180,42.95342342563539,19.760252450078333,497.67051511842175,mobile,blue_force,blue-9
jammer-mobile-1,2023-05-01 00:35:00,4494.948070123376,8378.383374620375,drone_jammer,32.421843761502615,829.3676264858668,90,53.97372239498711,1013.4978288197061,6020.483926217825,mobile,blue_force,blue-8
jammer-mobile-2,2023-05-01 00:35:00,6409.641601313129,3554.9133996500173,drone_jammer,32.215371011878496,854.8563072303697,90,278.9708971548014,972.9048071964104,5719.260146342423,mobile,blue_force,blue-7
jammer-mobile-3,2023-05-01 00:35:00,5356.380392028912,976.7539175496486,drone_jammer,32.61497124862771,754.0202470486626,90,184.35810888129282,1038.4683153886701,6085.711122120255,mobile,target,4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3
jammer-mobile-4,2023-05-01 00:35:00,10361.803754546409,5671.130294993277,drone_jammer,32.964165739827095,788.5494123671327,90,226.59348367582282,986.199644371361,6298.395466793497,mobile,blue_force,blue-4
jammer-mobile-5,2023-05-01 00:35:00,5215.291996469179,2776.9126714812824,vehicle_tactical,52.548920834061796,1058.415872872593,180,56.74847274279843,19.127055412303914,494.0809643253268,mobile,blue_force,blue-2
jammer-mobile-6,2023-05-01 00:35:00,5870.230653053606,1678.2932094184464,vehicle_tactical,54.41443638720389,1036.342073805315,180,161.19103070494558,19.533650379905087,507.0480899289904,mobile,target,a4ed3238-dd50-4baf-9bfc-9c10fa360ef8
jammer-static-0,2023-05-01 00:40:00,5966.201999039332,3979.567415213905,static_barrage,85.58151714100576,1840.9980704686031,360,266.6403880803633,30.13609960124505,302.71477537347124,static,,
jammer-static-1,2023-05-01 00:40:00,3374.7809594463697,3930.6435735629584,static_barrage,104.08074916199921,2024.4980251754453,360,257.76706065206525,30.603974920770707,297.5855946288498,static,,
jammer-static-2,2023-05-01 00:40:00,3182.2348186332842,8786.657555101177,static_directional,129.5795589826134,2953.5686388921017,60,100.03368300179106,291.4594128632276,3079.0482387019574,static,,
jammer-static-3,2023-05-01 00:40:00,4519.709202549349,4435.917521938513,static_barrage,93.75822889915885,1905.8083468888053,360,15.642159452314988,29.878274639015526,288.7447848855963,static,,
jammer-static-4,2023-05-01 00:40:00,5208.162525092908,6317.61865701198,static_directional,157.11118514185478,3217.0241401864664,60,207.84677229243434,306.1371550864477,2863.7473150966985,static,,
jammer-mobile-0,2023-05-01 00:40:00,5149.661865179947,6161.260278442192,vehicle_tactical,59.70443041321516,1071.0635442030293,180,64.53154744086018,19.760252450078333,497.67051511842175,mobile,blue_force,blue-9
jammer-mobile-1,2023-05-01 00:40:00,4211.268335362664,8260.838424800475,drone_jammer,32.421843761502615,829.3676264858668,90,28.225163388306314,1013.4978288197061,6020.483926217825,mobile,blue_force,blue-8
jammer-mobile-2,2023-05-01 00:40:00,6742.754165110351,3567.043154451855,drone_jammer,32.215371011878496,854.8563072303697,90,263.2511752169411,972.9048071964104,5719.260146342423,mobile,blue_force,blue-7
jammer-mobile-3,2023-05-01 00:40:00,5356.380392028912,976.7539175496486,drone_jammer,32.61497124862771,754.0202470486626,90,194.49677557906966,1038.4683153886701,6085.711122120255,mobile,target,4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3
jammer-mobile-4,2023-05-01 00:40:00,10320.540334197063,5755.732844252232,drone_jammer,32.964165739827095,788.5494123671327,90,209.44769211804913,986.199644371361,6298.395466793497,mobile,blue_force,blue-4
jammer-mobile-5,2023-05-01 00:40:00,5441.662524459842,2834.487605080305,vehicle_tactical,52.548920834061796,1058.415872872593,180,34.68718366629993,19.127055412303914,494.0809643253268,mobile,blue_force,blue-2
jammer-mobile-6,2023-05-01 00:40:00,5870.230653053606,1678.2932094184464,vehicle_tactical,54.41443638720389,1036.342073805315,180,187.32188513978582,19.533650379905087,507.0480899289904,mobile,target,a4ed3238-dd50-4baf-9bfc-9c10fa360ef8
jammer-static-0,2023-05-01 00:45:00,5966.201999039332,3979.567415213905,static_barrage,85.58151714100576,1840.9980704686031,360,266.6403880803633,30.13609960124505,302.71477537347124,static,,
jammer-static-1,2023-05-01 00:45:00,3374.7809594463697,3930.6435735629584,static_barrage,104.08074916199921,2024.4980251754453,360,257.76706065206525,30.603974920770707,297.5855946288498,static,,
jammer-static-2,2023-05-01 00:45:00,3182.2348186332842,8786.657555101177,static_directional,129.5795589826134,2953.5686388921017,60,100.03368300179106,291.4594128632276,3079.0482387019574,static,,
jammer-static-3,2023-05-01 00:45:00,4519.709202549349,4435.917521938513,static_barrage,93.75822889915885,1905.8083468888053,360,15.642159452314988,29.878274639015526,288.7447848855963,static,,
jammer-static-4,2023-05-01 00:45:00,5208.162525092908,6317.61865701198,static_directional,157.11118514185478,3217.0241401864664,60,207.84677229243434,306.1371550864477,2863.7473150966985,static,,
jammer-mobile-0,2023-05-01 00:45:00,5149.661865179947,6161.260278442192,vehicle_tactical,59.70443041321516,1071.0635442030293,180,68.79413304037725,19.760252450078333,497.67051511842175,mobile,blue_force,blue-9
jammer-mobile-1,2023-05-01 00:45:00,4211.268335362664,8260.838424800475,drone_jammer,32.421843761502615,829.3676264858668,90,26.585424967013964,1013.4978288197061,6020.483926217825,mobile,blue_force,blue-8
jammer-mobile-2,2023-05-01 00:45:00,6942.22039311247,3574.306394268849,drone_jammer,32.215371011878496,854.8563072303697,90,280.32834067438625,972.9048071964104,5719.260146342423,mobile,blue_force,blue-7
jammer-mobile-3,2023-05-01 00:45:00,3052.068325334189,1981.7331788029944,drone_jammer,32.61497124862771,754.0202470486626,90,212.94659544506828,1038.4683153886701,6085.711122120255,mobile,target,4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3
jammer-mobile-4,2023-05-01 00:45:00,10273.475853959731,5837.250915255111,drone_jammer,32.964165739827095,788.5494123671327,90,190.87228697976178,986.199644371361,6298.395466793497,mobile,blue_force,blue-4
jammer-mobile-5,2023-05-01 00:45:00,3804.67034928255,2521.383155756925,vehicle_tactical,52.548920834061796,1058.415872872593,180,10.503032520029329,19.127055412303914,494.0809643253268,mobile,blue_force,blue-2
jammer-mobile-6,2023-05-01 00:45:00,8341.367157383287,1299.4998924640822,vehicle_tactical,54.41443638720389,1036.342073805315,180,183.18495608416848,19.533650379905087,507.0480899289904,mobile,target,a4ed3238-dd50-4baf-9bfc-9c10fa360ef8
jammer-static-0,2023-05-01 00:50:00,5966.201999039332,3979.567415213905,static_barrage,85.58151714100576,1840.9980704686031,360,266.6403880803633,30.13609960124505,302.71477537347124,static,,
jammer-static-1,2023-05-01 00:50:00,3374.7809594463697,3930.6435735629584,static_barrage,104.08074916199921,2024.4980251754453,360,257.76706065206525,30.603974920770707,297.5855946288498,static,,
jammer-static-2,2023-05-01 00:50:00,3182.2348186332842,8786.657555101177,static_directional,129.5795589826134,2953.5686388921017,60,100.03368300179106,291.4594128632276,3079.0482387019574,static,,
jammer-static-3,2023-05-01 00:50:00,4519.709202549349,4435.917521938513,static_barrage,93.75822889915885,1905.8083468888053,360,15.642159452314988,29.878274639015526,288.7447848855963,static,,
jammer-static-4,2023-05-01 00:50:00,5208.162525092908,6317.61865701198,static_directional,157.11118514185478,3217.0241401864664,60,207.84677229243434,306.1371550864477,2863.7473150966985,static,,
jammer-mobile-0,2023-05-01 00:50:00,5149.661865179947,6161.260278442192,vehicle_tactical,59.70443041321516,1071.0635442030293,180,64.20885042157249,19.760252450078333,497.67051511842175,mobile,blue_force,blue-9
jammer-mobile-1,2023-05-01 00:50:00,4211.268335362664,8260.838424800475,drone_jammer,32.421843761502615,829.3676264858668,90,24.60690504921446,1013.4978288197061,6020.483926217825,mobile,blue_force,blue-8
jammer-mobile-2,2023-05-01 00:50:00,6612.812116499471,3523.3034687648683,drone_jammer,32.215371011878496,854.8563072303697,90,294.0728916419773,972.9048071964104,5719.260146342423,mobile,blue_force,blue-7
jammer-mobile-3,2023-05-01 00:50:00,3052.068325334189,1981.7331788029944,drone_jammer,32.61497124862771,754.0202470486626,90,223.34846828266637,1038.4683153886701,6085.711122120255,mobile,target,4bcb6c9a-c3db-4c78-9dc6-bf8ace954dd3
jammer-mobile-4,2023-05-01 00:50:00,10220.839607251224,5915.287360154154,drone_jammer,32.964165739827095,788.5494123671327,90,219.92219966171976,986.199644371361,6298.395466793497,mobile,blue_force,blue-4
jammer-mobile-5,2023-05-01 00:50:00,5096.995686874728,3573.843606127884,vehicle_tactical,52.548920834061796,1058.415872872593,180,346.4081047891469,19.127055412303914,494.0809643253268,mobile,blue_force,blue-2
jammer-mobile-6,2023-05-01 00:50:00,8341.367157383287,1299.4998924640822,vehicle_tactical,54.41443638720389,1036.342073805315,180,177.3422330103046,19.533650379905087,507.0480899289904,mobile,target,a4ed3238-dd50-4baf-9bfc-9c10fa360ef8
jammer-static-0,2023-05-01 00:55:00,5966.201999039332,3979.567415213905,static_barrage,85.58151714100576,1840.9980704686031,360,266.6403880803633,30.13609960124505,302.71477537347124,static,,
jammer-static-1,2023-05-01 00:55:00,3374.7809594463697,3930.6435735629584,static_barrage,104.08074916199921,2024.4980251754453,360,257.76706065206525,30.603974920770707,297.5855946288498,static,,
jammer-static-2,2023-05-01 00:55:00,3182.2348186332842,8786.657555101177,static_directional,129.5795589826134,2953.5686388921017,60,100.03368300179106,291.4594128632276,3079.0482387019574,static,,
jammer-static-3,2023-05-01 00:55:00,4519.709202549349,4435.917521938513,static_barrage,93.75822889915885,1905.8083468888053,360,15.642159452314988,29.878274639015526,288.7447848855963,static,,
